vocab_id,palabra_nahuatl,traduccion_espanol,variante_nahuatl,categoria,dificultad,imagen_url
P2295,tsinti,ponlo sobre la lumbre,,direcciones y lugares,intermedio,
P2296,tsintlali,siéntalo,,saludos y tiempo,intermedio,
P2297,tsintlalia,"sentar, por ejemplo: ""ni mo sintlalia, me siento""",,saludos y tiempo,intermedio,
P2298,tsintso,vello del área del ano,,saludos y tiempo,intermedio,
P2299,tsitsikiltik,rasposo,,otras,intermedio,
P2300,tsitsilo,sacúdelo,,otras,intermedio,
P2301,tsoliui,se reduce,,otras,intermedio,
P2302,tsoltik,reducido,,otras,intermedio,
P2303,tsoltis,se va a reducir,,otras,intermedio,
P2304,tsomoni,se rompe (tela o prenda de vestir),,otras,intermedio,
P2305,tsomonki,está roto,,otras,intermedio,
P2306,tso’tsonaui,le sale moho,,otras,intermedio,
P2307,tso’tsonauistli,moho,,otras,intermedio,
P2308,tsonkali,cabello,,otras,intermedio,
P2309,tsonkalo’,tiene cabello,,otras,intermedio,
P2310,tsonteki,córtalo,,otras,intermedio,
P2311,tsonteko,cabeza,,partes del cuerpo,intermedio,
P2312,tsontli,pelo,,partes del cuerpo,intermedio,
P2313,tsopelik,dulce,,otras,intermedio,
P2314,tsopelikti,endúlzalo,,otras,intermedio,
P2315,tsopeliujtok,está endulzado,,otras,intermedio,
P2316,tsotsokoli,cántaro (vasija de barro para depositar agua),,saludos y tiempo,intermedio,
P2317,tso’tsontik,"peludo, con moho",,otras,intermedio,
P2318,tsoyoni,fríelo,,otras,intermedio,
P2319,tsoyonki,está frito,,otras,intermedio,
P2320,tsoyontika’,proceso de preparación de fritura,,otras,intermedio,
P2321,u,quinta vocal del alfabeto y decimosexta letra por su orden de ubicación en el alfabeto,,otras,intermedio,
P2322,uajki,está seco,,otras,basico,
P2323,uaki,se seca,,otras,basico,
P2324,uaktika’,se está secando,,otras,intermedio,
P2325,uala,ven,,otras,basico,
P2326,ualas,va a venir,,otras,intermedio,
P2327,ualaka,vengan,,otras,basico,
P2328,ualaske’,van a venir,,otras,intermedio,
P2329,ualika,"tráelo (con el prefijo tik, tik ualika, lo traes; xik, xik ualika, tráelo)",,otras,intermedio,
P2330,ualikaka,tráiganlo,,otras,intermedio,
P2331,uan,y,,otras,basico,
P2332,uatsa,sécalo,,otras,intermedio,
P2333,uatsap,mora,,otras,intermedio,
P2334,uauaki,se reseca,,otras,basico,
P2335,uauana,rasgúñalo,,otras,basico,
P2336,ue’ka,está lejos,,direcciones y lugares,basico,
P2337,ue’ka,lejos,,direcciones y lugares,basico,
P2338,ue’kauj,mucho tiempo,,otras,basico,
P2339,ue’katla,profundo,,otras,intermedio,
P2340,uelik,sabroso,,otras,basico,
P2341,uelijka,"sustancia, ingrediente que proporciona sabor a comestibles",,partes del cuerpo,intermedio,
P2342,uelikmati,"le encuentra sabor (anteponiéndole el prefijo ki, ki uelikmati)",,otras,intermedio,
P2343,uelilia,"da sabor, anteponiendo el prefijo ki, por ejemplo: ""ki uelilia, le da sabor""",,otras,intermedio,
P2344,uetili’,le echó a la calle,,otras,intermedio,
P2345,ueue’,viejo,,otras,basico,
P2346,ueue’tik,se hizo viejo,,otras,intermedio,
P2347,ue’uetiki,lo golpea,,otras,intermedio,
P2348,ueuintsi,"viejo, anciano",,saludos y tiempo,intermedio,
P2349,uexiuj,cuñada,,partes del cuerpo,intermedio,
P2350,ue’xolotl,guajolote,ueuejcho,animales domésticos,intermedio,
P2351,uilika,necesario,,otras,basico,
P2352,uilis,"tal vez, probable",,otras,intermedio,
P2353,uilmatis,acostumbrarse,,otras,intermedio,
P2354,uilmatilistli,costumbre,,otras,intermedio,
P2355,uilotl,paloma,,aves silvestres,intermedio,
P2356,uiptla,pasado mañana,,saludos y tiempo,intermedio,
P2357,uitsitsil,pájaro colibrí,,aves silvestres,intermedio,
P2358,uitska,se ríe,,otras,intermedio,
P2359,uitska’,se ríen,,otras,intermedio,
P2360,uitskatoke’,se están riendo,,otras,intermedio,
P2361,uitskalistli,sonrisa,,otras,intermedio,
P2362,uitspali,lagartija,,otras,intermedio,
P2363,uitsteposmekatl,alambre de púas,,otras,intermedio,
P2364,uitstla’,espinera,,otras,intermedio,
P2365,uitstli,espina,,otras,intermedio,
P2366,uitstok,"tirado, acostado",,otras,intermedio,
P2367,unka’,hay,,otras,basico,
P2368,uya’,desgranan,,animales acuáticos,basico,
P2369,uya’,"se fue, por ejemplo: ""ye’uatl uya’, él (ella) se fue""",,otras,intermedio,
P2370,x,"doceava consonante y antepenúltima letra del alfabeto náhuatl, ocupando el lugar número diecisiete en el mismo",,saludos y tiempo,intermedio,
P2371,xachtli,nata,,otras,intermedio,
P2372,xa’kali,"jacal, cabaña",,otras,intermedio,
P2373,xa’kaliui,armazón (madera),,otras,intermedio,
P2374,xakualo,"tállalo, restrégalo",,otras,intermedio,
P2375,xalatl,agua con partículas de arena,,elementos de la naturaleza,intermedio,
P2376,xali,arena,,otras,intermedio,
P2377,xalo’,jarro,,otras,intermedio,
P2378,xaltik,arenoso,,saludos y tiempo,intermedio,
P2379,xamani,"magúllalo, se magulla",,otras,intermedio,
P2380,xamanki,magullado,,otras,intermedio,
P2381,xantil,antiguo,,otras,intermedio,
P2382,xantolo,todosantos (fiesta prehispánica de ofrendamiento a los muertos),,salud y enfermedades,intermedio,
P2383,xapo’,jabón,,otras,intermedio,
P2384,xapo’ui,enjabónalo,,otras,intermedio,
P2385,xapo’yo’,enjabonado,,otras,intermedio,
P2386,xa’xaltik,"poroso, porosidad",,saludos y tiempo,intermedio,
P2387,xayakatl,cara,,partes del cuerpo,intermedio,
P2388,xeliui,"se abre  (la cabeza, por ejemplo: a causa de un golpe)",,partes del cuerpo,intermedio,
P2389,xik,"prefijo por ejemplo: ""xik maka, dale; xik ilui, dile; xik tlasa, échalo."", también puede aparecer al final de la palabra en español como enclítico (lo), por ejemplo: ""xik ilui, díselo; xik a’kokui, levántalo""",,saludos y tiempo,intermedio,
P2390,xikali,jícara,,partes del cuerpo,intermedio,
P2391,xiko,aguántalo,,otras,intermedio,
P2392,xikol,envidioso,,otras,intermedio,
P2393,xikotl,jicote,,insectos y reptiles,intermedio,
P2394,xikoua,"lo aguanta (mo xikoua, se aguanta)",,elementos de la naturaleza,intermedio,
P2395,xikpatla,"cámbialo, canjéalo",,otras,intermedio,
P2396,xikposaui,hinchado del ombligo,,partes del cuerpo,intermedio,
P2397,xiktli,ombligo,,partes del cuerpo,intermedio,
P2398,xiliui,se reparte,,otras,intermedio,
P2399,xilo,"rájalo (imperativo), divídelo (imperativo)",,otras,intermedio,
P2400,xilotl,jilote (elote tierno),,saludos y tiempo,intermedio,
P2401,xiloua,se aparta (mo xiloua),,otras,intermedio,
P2402,xima,"pélalo, por ejemplo: ""xik xima in lalax, pela la naranja""",,frutas,intermedio,
P2403,xima,pelar,,otras,intermedio,
P2404,xima,relación extramarital a escondidas de la pareja,,elementos de la naturaleza,intermedio,
P2405,xinachtli,semilla,,granos y semillas,intermedio,
P2406,xipali,labio,,partes del cuerpo,intermedio,
P2407,xipeua,"pélalo, por ejemplo: ""xik xipeua in tlakilol, pela la fruta""",,otras,intermedio,
P2408,xipeui,se pela,,otras,intermedio,
P2409,xipits,desnudo,,otras,intermedio,
P2410,xitomatl,jitomate,,vegetales y hierbas,intermedio,
P2411,xiuitl,año,,otras,intermedio,
P2412,xiuitl,"hierba, maleza",,otras,intermedio,
P2413,xi’xili,tortilla gruesa con frijol molido dentro (itacate),,vegetales y hierbas,intermedio,
P2414,xi’xilo,repártelo,,otras,intermedio,
P2415,xi’xiloka,repártanlo,,otras,intermedio,
P2416,xo,"hace alusión al pie o pata, por ejemplo: ""xochikaujtok, está fuerte de la pata; xotiki, córtale la pata""",,saludos y tiempo,intermedio,
P2417,xochi’kuali,plátano,,saludos y tiempo,intermedio,
P2418,xochikueponi,brota la flor,,otras,intermedio,
P2419,xochipili,adoratorio de flores (prehispánico),,otras,intermedio,
P2420,xochitl,flor,,otras,intermedio,
P2421,xochkatl,rana,,animales acuáticos,intermedio,
P2422,xokoyoli,maleza agria,,otras,intermedio,
P2423,xokichini,pie chiquito,,partes del cuerpo,intermedio,
P2424,xokok,agrio,,otras,intermedio,
P2425,xokotok,con el pie amputado,,partes del cuerpo,intermedio,
P2426,xokotok,corto de los pies,,partes del cuerpo,intermedio,
P2427,xokoyoltik,habado,,granos y semillas,intermedio,
P2428,xokoyotl,"así se le denomina al último hijo de la familia, benjamín",,saludos y tiempo,intermedio,
P2429,xola,palmera,,otras,intermedio,
P2430,xolal,"solar, predio, terreno, comarca",,saludos y tiempo,intermedio,
P2431,xoloni,escurre,,otras,intermedio,
P2432,xoluastli,escobeta,,otras,intermedio,
P2433,xometl,"sauco, variante silvestre del sauce",,saludos y tiempo,intermedio,
P2434,xomoloni,le huelen los pies (pie de atleta),,partes del cuerpo,intermedio,
P2435,xompepe,cucaracha,,partes del cuerpo,intermedio,
P2436,xonak,jonote (especie de árbol silvestre),,saludos y tiempo,intermedio,
P2437,xonakatl,cebolla,,vegetales y hierbas,intermedio,
P2438,xonikuil,pie chueco o torcido,,partes del cuerpo,intermedio,
P2439,xopamili,milpa de temporal,,números,intermedio,
P2440,xopanko,tiempo de lluvia,,astronomía y naturaleza,intermedio,
P2441,xopiauak,verdoso (lleno de verdor),,saludos y tiempo,intermedio,
P2442,xopotoni,"le apesta el pie, pie de atleta",,partes del cuerpo,intermedio,
P2443,xotla,"arde, prende (se refiere al acto de encender fuego)",,elementos de la naturaleza,intermedio,
P2444,xotla,rebánalo (imperativo),,otras,intermedio,
P2445,xoueyi,"grande del pie (o de la pata, aplicado a los animales)",,partes del cuerpo,intermedio,
P2446,y,"grafía número dieciocho, es además la última letra del alfabeto náhuatl",,números,intermedio,
P2447,yakachi'kol,nariz chueca o torzida,,partes del cuerpo,intermedio,
P2448,yakaktli,nariz,,partes del cuerpo,intermedio,
P2449,yakatoktok,"está empinado (aplicase a persona, auto, árbol)",,otras,intermedio,
P2450,yakatsauktok,congestionado de la nariz,,partes del cuerpo,intermedio,
P2451,yakatsontli,pelo de la nariz,,partes del cuerpo,intermedio,
P2452,yalua,ayer,,saludos y tiempo,basico,
P2453,yamanía,se calienta,,otras,basico,
P2454,yamanki,"suave, tibio",,otras,intermedio,
P2455,yankuik,nuevo,,otras,basico,
P2456,yankuilotl,"innovación, novedoso, vanguardia",,saludos y tiempo,intermedio,
P2457,yas,se va a ir,,otras,intermedio,
P2458,yaske’,se van a ir,,otras,intermedio,
P2459,ya’tas,yendo,,otras,basico,
P2460,ya’tok,se ha ido,,otras,intermedio,
P2461,yaualoka,rodéenlo,,otras,intermedio,
P2462,yaualoua,"gira, dícese cuando un objeto es susceptible de darse la vuelta",,otras,intermedio,
P2463,yaualtik,"redondo, circular",,otras,intermedio,
P2464,yauitl,color rojizo aplicado con frecuencia al color del maíz,,vegetales y hierbas,intermedio,
P2465,yejka’,"está bien hecho, es correcto",,otras,intermedio,
P2466,yek,"bien, correcto",,otras,intermedio,
P2467,yek ita,"ver bien, aceptar tal como es una cosa",,otras,intermedio,
P2468,yekchiujtok,bien hecho,,otras,intermedio,
P2469,yetok,ha estado,,otras,basico,
P2470,yetoke’,han estado,,otras,basico,
P2471,ye’uante,"ellos, ellas",,otras,intermedio,
P2472,yeuatok,está sentado,,otras,basico,
P2473,yeuatoke’,están sentados,,números,intermedio,
P2474,ye’uatl,"él, ella",,otras,intermedio,
P2475,yeuayotl,cáscara,,partes del cuerpo,intermedio,
P2476,yi,"ya, por ejemplo: ""yi otik chiuj, ya lo hiciste; yi onka’, ya hay""",,otras,intermedio,
P2477,yika,"por eso, por ejemplo: ""yika ni tlokoya, por eso
estoy triste""",,otras,intermedio,
P2478,yika’,ya hay,,otras,basico,
P2479,yikana,guíalo,,otras,basico,
P2480,yikanalistli,"guía, puntero",,otras,intermedio,
P2481,yikema,la vez pasada,,otras,intermedio,
P2482,yiskisa,se desangra,,otras,basico,
P2483,yiko,"prueba, con el pronombre xik, xik yiko, pruébalo",,saludos y tiempo,intermedio,
P2484,yimili,"frijolar, sembradío de frijol",,vegetales y hierbas,intermedio,
P2485,yisotik,con aspecto sangrante,,otras,intermedio,
P2486,yispatlaujtok,ensangrentado,,otras,intermedio,
P2487,yistoktok,bañado de sangre,,otras,intermedio,
P2488,yistlami,se le acaba la sangre,,otras,intermedio,
P2489,yistli,sangre,,otras,intermedio,
P2490,yitik,pesado,,otras,basico,
P2491,yitiya,se hace pesado,,otras,intermedio,
P2492,yiyantli,silla,,saludos y tiempo,intermedio,
P2493,yiyeua,hace rato,,otras,basico,
P2494,yi’yikoli,intento,,otras,intermedio,
P2495,yoli,nace,,otras,basico,
P2496,yolilistli,nacimiento,,otras,intermedio,
P2497,yolis,"va a nacer, nacerá",,verbos y acciones,intermedio,
P2498,yoliske’,"van a nacer, nacerán",,verbos y acciones,intermedio,
P2499,yolix,parte de la cavidad estomacal a la altura del diafragma,,otras,intermedio,
P2500,yolixkokolistli,"dolor en el diafragma, dolor estomacal",,salud y enfermedades,intermedio,
P2501,yolixtsapinilistli,piquete a la altura del diafragma (herida punzocortante),,salud y enfermedades,intermedio,
P2502,yoloma’xeloua,le parte el corazón (sentimientos),,salud y enfermedades,intermedio,
P2503,yolo’pachiui,"conformidad, aceptación, resignación",,saludos y tiempo,intermedio,
P2504,yolo’tli,corazón,,otras,intermedio,
P2505,yolo’tsapinilistli,"piquete en el corazón (dolor, herida punzocortante)",,salud y enfermedades,intermedio,
P2506,yoloxochitl,"flor de corazón, botánica",,otras,intermedio,
P2507,youak,"noche, de noche",,saludos y tiempo,intermedio,
P2508,youali,oscuridad,,otras,basico,
P2509,youalkisa,sale de noche,,saludos y tiempo,intermedio,
P2510,youaltlaichtijki,ladrón que roba de noche o al amparo de la oscuridad,,saludos y tiempo,intermedio,
P2511,youaltla’piani,velador,,otras,intermedio,
